snapped_at,price,market_cap,total_volume
2021-12-06 00:00:00+00:00,49268.46989053938,932015145132.0604,32826574574.44167
2021-12-07 00:00:00+00:00,50461.57683653979,953396710269.5476,36126018721.82655
2021-12-08 00:00:00+00:00,50647.66340635755,956961313925.818,30083305919.5604
2021-12-09 00:00:00+00:00,50530.4580645934,954800139986.473,26590164539.05959
2021-12-10 00:00:00+00:00,47885.87198941706,904878061656.8508,27269362515.24688
2021-12-11 00:00:00+00:00,47303.56415217411,893919955029.865,29611257204.740986
2021-12-12 00:00:00+00:00,49242.30232407148,930603779263.9766,24619129766.774235
2021-12-13 00:00:00+00:00,50051.078348674855,945932497231.4796,19871029748.355583
2021-12-14 00:00:00+00:00,46696.30469946678,882570058436.5184,29628245402.12413
2021-12-15 00:00:00+00:00,48410.564656309325,915015634616.989,30152105689.95273
2021-12-16 00:00:00+00:00,48936.86258244155,925006387197.2256,33782603071.208717
2021-12-17 00:00:00+00:00,47694.53050225176,901558072618.6224,24699414443.565502
2021-12-18 00:00:00+00:00,46328.6963654447,875783175210.4042,30617760444.44956
2021-12-19 00:00:00+00:00,46970.057050727024,887944269264.0427,23305069269.64378
2021-12-20 00:00:00+00:00,46807.04861642627,884905649263.6449,23002876885.701263
2021-12-21 00:00:00+00:00,47117.008204210455,890808857615.3627,29356191956.18185
2021-12-22 00:00:00+00:00,49145.21725849885,929203956014.2224,25764127608.31085
2021-12-23 00:00:00+00:00,48755.89564404483,921888029984.8672,21887790445.92829
2021-12-24 00:00:00+00:00,50900.61494951601,960809259355.0854,26419703744.656948
2021-12-25 00:00:00+00:00,50888.72103678683,962312381228.0948,22535489970.197155
2021-12-26 00:00:00+00:00,50663.48710213215,958099737762.7762,17235296605.82555
2021-12-27 00:00:00+00:00,50852.860259540656,961723851972.3853,19632044502.131416
2021-12-28 00:00:00+00:00,50774.067814743,960280703699.892,22793878136.833546
2021-12-29 00:00:00+00:00,47725.14804631933,902655839568.4548,29538983233.48695
2021-12-30 00:00:00+00:00,46506.99464767938,874314106559.5542,26348739119.378136
2021-12-31 00:00:00+00:00,47191.86838983951,892648631305.5416,23753871435.216618
2022-01-01 00:00:00+00:00,46319.65108805251,876192941903.0961,25895349604.886154
2022-01-02 00:00:00+00:00,47816.07767640849,904551946917.3206,18904585811.03402
2022-01-03 00:00:00+00:00,47387.212167697246,897536090320.9355,33756128241.98571
2022-01-04 00:00:00+00:00,46531.140860530526,880330191985.1965,21890019531.577717
2022-01-05 00:00:00+00:00,45938.02427172366,876242689666.1957,24895990583.66324
2022-01-06 00:00:00+00:00,43647.14750806805,827723202715.1049,31837641246.01787
2022-01-07 00:00:00+00:00,43216.45867693359,819522879407.0583,26366602396.811768
2022-01-08 00:00:00+00:00,41527.197042644846,787735561341.1113,79685254648.07628
2022-01-09 00:00:00+00:00,41756.66232397826,792892599975.9554,23337017232.770664
2022-01-10 00:00:00+00:00,41862.3609856517,791648558214.5575,18016718173.60861
2022-01-11 00:00:00+00:00,41869.85905559219,792407724467.5966,27984634062.049946
2022-01-12 00:00:00+00:00,42777.21102048236,809621515508.4065,22813557397.82151
2022-01-13 00:00:00+00:00,43981.87732717414,832460077955.3481,28250302540.221024
2022-01-14 00:00:00+00:00,42608.41001195019,806510860231.8285,43905745871.29279
2022-01-15 00:00:00+00:00,43120.85451108056,816129314317.4397,20238314434.86153
2022-01-16 00:00:00+00:00,43226.65026980921,816800318526.6782,14651008624.734596
2022-01-17 00:00:00+00:00,43119.79214308028,816325578941.135,14452346388.550371
2022-01-18 00:00:00+00:00,42298.341116872325,800822650383.9624,17694929625.845875
2022-01-19 00:00:00+00:00,42395.45879157343,803962100417.9756,18897950050.285973
2022-01-20 00:00:00+00:00,41749.55143098559,790507925308.7825,19626113309.554146
2022-01-21 00:00:00+00:00,40707.6824143097,774235809673.4731,20930163211.171124
2022-01-22 00:00:00+00:00,36508.79978983082,692855029162.9379,38296960033.31628
2022-01-23 00:00:00+00:00,35180.435462830384,666220701468.4846,35517336417.257744
2022-01-24 00:00:00+00:00,36306.409440464704,687575973800.0704,22865032968.608204
2022-01-25 00:00:00+00:00,36774.00714224005,696465421899.37,36385158448.60688
2022-01-26 00:00:00+00:00,36988.92851066736,700571452648.8236,46168918584.85349
2022-01-27 00:00:00+00:00,36870.440166931,700165819656.2855,26756873749.744743
2022-01-28 00:00:00+00:00,37276.839558174994,702311456032.8538,22057410457.280827
2022-01-29 00:00:00+00:00,37852.57902803263,717026944842.8334,19214103304.052933
2022-01-30 00:00:00+00:00,38232.17873217708,722829009646.1814,14178650231.62196
2022-01-31 00:00:00+00:00,37983.151499406464,719570142321.8397,11807185113.633108
2022-02-01 00:00:00+00:00,38555.53446121157,727905398095.9747,17731563487.283978
2022-02-02 00:00:00+00:00,38835.69494322237,736102274236.6057,17109120250.158989
2022-02-03 00:00:00+00:00,37000.98249864199,700645616423.8325,16709908527.231106
2022-02-04 00:00:00+00:00,37101.351593780935,703003347951.7092,16136299994.837618
2022-02-05 00:00:00+00:00,41673.8395543094,777355085535.6107,25347215343.882504
2022-02-06 00:00:00+00:00,41493.690050910525,786295053042.2418,16752051696.248552
2022-02-07 00:00:00+00:00,42475.543220951215,804942041477.0581,13206494654.908049
2022-02-08 00:00:00+00:00,43910.92998644309,833392518214.8341,24171856714.47576
2022-02-09 00:00:00+00:00,44184.447511676175,837406846076.2306,29024977264.932137
2022-02-10 00:00:00+00:00,44383.88805541707,841339973338.8694,19780565063.098923
2022-02-11 00:00:00+00:00,43628.13953235228,826942197610.3904,27877618433.98099
2022-02-12 00:00:00+00:00,42445.38876793804,803706779791.898,23279080009.72499
2022-02-13 00:00:00+00:00,42254.738123237206,799547462142.6093,15479727288.782782
2022-02-14 00:00:00+00:00,42247.83595326771,802059713029.3901,12146423251.39967
2022-02-15 00:00:00+00:00,42634.573783663065,808280617642.0496,18090873762.822777
2022-02-16 00:00:00+00:00,44574.32057099816,848321283143.9929,19801081788.55576
2022-02-17 00:00:00+00:00,44063.28198279571,836256083783.791,16847003857.433496
2022-02-18 00:00:00+00:00,40562.98694982819,770096677778.6456,22270664615.4777
2022-02-19 00:00:00+00:00,40073.495362369824,759881874201.3011,20130002755.177864
2022-02-20 00:00:00+00:00,40192.75912143141,761447243939.9269,11735183838.17719
2022-02-21 00:00:00+00:00,38514.00853622455,730381814665.4404,15998424231.017672
2022-02-22 00:00:00+00:00,37059.97940228752,703004241590.1829,25174914104.16337
2022-02-23 00:00:00+00:00,38337.2038554348,727094284067.6588,22212181617.200245
2022-02-24 00:00:00+00:00,37372.2926803477,708829287814.1068,18507851467.85067
2022-02-25 00:00:00+00:00,38363.345488570165,727657714638.0917,40839699480.89129
2022-02-26 00:00:00+00:00,39316.16207578596,745763194704.1796,22579249141.515377
2022-02-27 00:00:00+00:00,39090.202153609054,741083625917.93,14568201294.74542
2022-02-28 00:00:00+00:00,37803.59016044929,717619764688.0872,19424397945.6196
2022-03-01 00:00:00+00:00,43225.40467743573,819019441071.749,30634280854.538326
2022-03-02 00:00:00+00:00,44459.59162774341,841254375272.0455,27880763034.093918
2022-03-03 00:00:00+00:00,43980.707382090906,834437956671.6672,25615956856.40275
2022-03-04 00:00:00+00:00,42491.97839335905,807454920681.7217,22366184128.90048
2022-03-05 00:00:00+00:00,39200.29973557414,743810477766.2219,25121267305.979286
2022-03-06 00:00:00+00:00,39463.14681149058,748197160856.1006,14818212144.749968
2022-03-07 00:00:00+00:00,38442.99174588676,729501899968.2964,16995562040.606796
2022-03-08 00:00:00+00:00,38076.49382252028,723198804467.6718,24596395439.058964
2022-03-09 00:00:00+00:00,38732.93701302586,735453953725.9198,22556397749.428085
2022-03-10 00:00:00+00:00,41986.03444607623,796849504897.2562,29211702119.448605
2022-03-11 00:00:00+00:00,39468.35477300189,749384110700.1091,27653455219.04128
2022-03-12 00:00:00+00:00,38775.17558840679,738267961692.6816,23624165274.522385
2022-03-13 00:00:00+00:00,38903.69354800599,738456528057.6692,12440826653.84724
2022-03-14 00:00:00+00:00,37852.52514106289,718551088031.3688,14461647575.513742
2022-03-15 00:00:00+00:00,39669.423812004505,751354026218.9767,21250969229.2216
2022-03-16 00:00:00+00:00,39331.84654059453,747642430663.595,20768829817.93864
2022-03-17 00:00:00+00:00,41165.63506140341,779761001844.4108,34974203468.766266
2022-03-18 00:00:00+00:00,41001.70957801974,778474325709.8895,18861644942.593346
2022-03-19 00:00:00+00:00,41837.41313797566,794378970588.3145,30316128166.48974
2022-03-20 00:00:00+00:00,42201.939920688186,800887993391.0255,16580741571.959858
2022-03-21 00:00:00+00:00,41283.25900104565,784054464871.6631,16856192301.960054
2022-03-22 00:00:00+00:00,41061.81589384987,779205413378.8728,21335882483.3158
2022-03-23 00:00:00+00:00,42401.89559748944,803937099701.4115,28688623151.357098
2022-03-24 00:00:00+00:00,42802.15471016985,810894331277.664,21851891598.642384
2022-03-25 00:00:00+00:00,43936.09623454058,834251096724.507,26212783703.864426
2022-03-26 00:00:00+00:00,44331.77795706412,842031938721.7855,26147756108.07925
2022-03-27 00:00:00+00:00,44510.84421762133,845235093872.7649,13676534294.229202
2022-03-28 00:00:00+00:00,46715.1176185105,887283025181.1342,22545392529.67392
2022-03-29 00:00:00+00:00,46994.879118357465,892747620147.7012,30051327357.066643
2022-03-30 00:00:00+00:00,47459.261237539096,901430001889.0,26128040680.825665
2022-03-31 00:00:00+00:00,47063.36584996355,895356010540.8462,24497248306.346912
2022-04-01 00:00:00+00:00,45528.40715313835,865010142444.9791,27736469645.537266
2022-04-02 00:00:00+00:00,46270.20070585378,879144224206.3806,32948605532.13528
2022-04-03 00:00:00+00:00,45842.14476317382,871050305858.7916,24803837259.76474
2022-04-04 00:00:00+00:00,46434.562982661664,882346640419.069,21510196790.30345
2022-04-05 00:00:00+00:00,46622.63571309101,885584977681.2438,28019309650.72574
2022-04-06 00:00:00+00:00,45635.45438126673,867247321783.443,25474063861.60569
2022-04-07 00:00:00+00:00,43198.77526936491,820983263462.4961,34113818641.77575
2022-04-08 00:00:00+00:00,43515.15032279806,827032889944.6309,22960138784.304127
2022-04-09 00:00:00+00:00,42315.70972421807,804272478980.6077,24202906401.166885
2022-04-10 00:00:00+00:00,42796.39747810973,812734148492.5116,13949535311.5313
2022-04-11 00:00:00+00:00,42274.907370256085,803574629064.9272,14936318818.778025
2022-04-12 00:00:00+00:00,39603.96515928416,752680814425.1921,30168665078.21043
2022-04-13 00:00:00+00:00,40205.67794073206,764314681923.3135,27804694935.48352
2022-04-14 00:00:00+00:00,41205.16871904067,783560801481.9719,25453869985.97185
2022-04-15 00:00:00+00:00,39959.457069033735,759703443634.6515,22744792147.00975
2022-04-16 00:00:00+00:00,40586.59730938673,771666602547.5923,22053774554.17729
2022-04-17 00:00:00+00:00,40450.37930543977,770439827829.2395,15777789210.238447
2022-04-18 00:00:00+00:00,39739.11925622209,755627152747.4514,16627779441.567648
2022-04-19 00:00:00+00:00,40833.5379650337,776463403746.4385,30617039399.980103
2022-04-20 00:00:00+00:00,41498.12244669832,789141783336.2104,22717772925.289574
2022-04-21 00:00:00+00:00,41397.220477279625,787437397453.9304,24937668255.073463
2022-04-22 00:00:00+00:00,40528.54148675958,770787243369.5001,32131220615.550182
2022-04-23 00:00:00+00:00,39756.848993471016,756144456297.8489,46022063018.95215
2022-04-24 00:00:00+00:00,39561.78019075613,752414150959.3553,15010797471.968073
2022-04-25 00:00:00+00:00,39469.04986198146,752446283899.8965,16778683767.597218
2022-04-26 00:00:00+00:00,40488.877917622376,770112436973.4149,32883645913.96472
2022-04-27 00:00:00+00:00,38134.21545068938,725434540422.046,31053018153.386677
2022-04-28 00:00:00+00:00,39237.94931747103,746473028158.29,28170490245.865635
2022-04-29 00:00:00+00:00,39741.76664580964,756090806420.8264,31484572271.03238
2022-04-30 00:00:00+00:00,38650.55013809267,735829877665.6912,27758348826.409065
2022-05-01 00:00:00+00:00,37820.61176529208,719611115951.2947,20955789685.35568
2022-05-02 00:00:00+00:00,38537.65476669535,733294957352.5364,24857664487.014507
2022-05-03 00:00:00+00:00,38561.56539902362,733787526677.6703,29825308569.42226
2022-05-04 00:00:00+00:00,37758.496107734,718542028695.8999,23070122642.32804
2022-05-05 00:00:00+00:00,39699.02404125388,755764276888.7715,31748901527.20592
2022-05-06 00:00:00+00:00,36612.22954880304,696020943881.887,37402043365.58407
2022-05-07 00:00:00+00:00,36116.394294982965,687093350325.4445,32223287014.454
2022-05-08 00:00:00+00:00,35573.31019883488,678702448510.6605,19130720394.98043
2022-05-09 00:00:00+00:00,34070.31219757961,648514321641.9902,30810576501.52256
2022-05-10 00:00:00+00:00,30269.58695662948,576197842487.6378,58369928594.32748
2022-05-11 00:00:00+00:00,31026.93386836242,590644412746.6844,54071363210.08785
2022-05-12 00:00:00+00:00,28913.48836365432,549294001873.1765,65985702701.50493
2022-05-13 00:00:00+00:00,29126.11597686014,555266177876.6213,61338080283.57989
2022-05-14 00:00:00+00:00,29310.728959858257,558053182541.2809,71541696924.39926
2022-05-15 00:00:00+00:00,30189.333177005963,573777699744.01,25759546763.688618
2022-05-16 00:00:00+00:00,31319.30911113,596346266888.6597,22948123704.172672
2022-05-17 00:00:00+00:00,29923.606993639707,569801943005.2971,28418179221.125336
2022-05-18 00:00:00+00:00,30502.19328027689,581272773175.8237,24964703223.57502
2022-05-19 00:00:00+00:00,28772.200501112577,547927169401.2031,26219431165.241817
2022-05-20 00:00:00+00:00,30382.40624219559,578678245847.8763,29190056577.430664
2022-05-21 00:00:00+00:00,29256.81337441625,557201657280.7389,25980877919.56809
2022-05-22 00:00:00+00:00,29491.5079477606,561696351558.8424,13561006428.368963
2022-05-23 00:00:00+00:00,30351.050417138096,578090387085.146,17199930154.801018
2022-05-24 00:00:00+00:00,29163.167775739188,555459414424.212,26646754324.71057
2022-05-25 00:00:00+00:00,29655.02613175249,564885248021.9939,23486436836.56051
2022-05-26 00:00:00+00:00,29584.949851985926,563577022957.9133,23108764916.2066
2022-05-27 00:00:00+00:00,29346.781442431617,559066076343.6685,31972044691.709656
2022-05-28 00:00:00+00:00,28646.65218193245,545752899521.8662,31756305901.00553
2022-05-29 00:00:00+00:00,29088.236452817226,554938694217.2793,15406515372.711676
2022-05-30 00:00:00+00:00,29492.50321495364,561771345708.952,14496111397.934437
2022-05-31 00:00:00+00:00,31740.94072516695,604926607440.7722,34891305294.623
2022-06-01 00:00:00+00:00,31865.749621173167,607393396318.7885,29770567353.488136
2022-06-02 00:00:00+00:00,29833.45033020525,569001624438.0176,35553330791.53566
2022-06-03 00:00:00+00:00,30481.013996026013,580863150152.0535,24232399986.261147
2022-06-04 00:00:00+00:00,29714.143487149733,566275595800.1772,21997859590.66833
2022-06-05 00:00:00+00:00,29872.3603087139,568340135127.331,12911383481.843807
2022-06-06 00:00:00+00:00,29917.7640524562,570209935092.4275,13395229055.412352
2022-06-07 00:00:00+00:00,31372.5847629755,597966736176.5532,27644798123.298183
2022-06-08 00:00:00+00:00,31265.469277693348,597205650752.5386,36111325508.04181
2022-06-09 00:00:00+00:00,30229.236836130374,576238781341.3682,27080284928.564884
2022-06-10 00:00:00+00:00,30101.187521431468,573819802894.6453,18871591862.340336
2022-06-11 00:00:00+00:00,29101.2982596468,554622874799.0432,25663085729.428837
2022-06-12 00:00:00+00:00,28374.14499732395,540789214973.6274,22518366769.83909
2022-06-13 00:00:00+00:00,26767.269173221317,514202090511.0678,29834061115.62461
2022-06-14 00:00:00+00:00,22525.7683503912,429492202561.014,64852526179.38284
2022-06-15 00:00:00+00:00,22244.848968001315,423044474596.5387,47639470967.89143
2022-06-16 00:00:00+00:00,22529.198114649807,429887916884.8431,52027211446.51121
2022-06-17 00:00:00+00:00,20408.690490591813,389181727345.5773,27449277945.59262
2022-06-18 00:00:00+00:00,20473.05288079512,391441740414.39136,24232922585.24016
2022-06-19 00:00:00+00:00,19047.41782828195,362303884192.0101,38920632524.1614
2022-06-20 00:00:00+00:00,20516.41197977524,390555374756.5322,32488136325.883087
2022-06-21 00:00:00+00:00,20636.75891240637,392793374515.9921,28346447996.779846
2022-06-22 00:00:00+00:00,20700.923933039136,395059669321.2376,25340643362.789
2022-06-23 00:00:00+00:00,19983.566482863105,381616262301.266,24955466738.11085
2022-06-24 00:00:00+00:00,21100.270533511088,402495826231.4205,23655104386.97852
2022-06-25 00:00:00+00:00,21262.71348295613,407086114490.3726,21955656695.74872
2022-06-26 00:00:00+00:00,21525.88036221139,410110791491.0548,16152442749.306295
2022-06-27 00:00:00+00:00,21052.80539783573,401645800330.4072,15392697878.417652
2022-06-28 00:00:00+00:00,20751.47753079077,395914576106.05786,17719011287.9831
2022-06-29 00:00:00+00:00,20282.54247926969,386606940573.39575,18161209601.432373
2022-06-30 00:00:00+00:00,20108.529472889782,384067866465.5609,20744333507.35517
2022-07-01 00:00:00+00:00,19608.397493423083,365984224323.4528,22816515394.911003
2022-07-02 00:00:00+00:00,19407.447430262477,370916529918.7163,28756781114.699898
2022-07-03 00:00:00+00:00,19268.227002666128,367706689137.568,15601715000.679424
2022-07-04 00:00:00+00:00,19310.233218521837,368549364135.05225,13976969844.33244
2022-07-05 00:00:00+00:00,20257.01232859288,386425176262.7784,18634860046.37241
2022-07-06 00:00:00+00:00,20188.779663973284,385301783065.72974,23623270105.54542
2022-07-07 00:00:00+00:00,20566.68722377,392479833070.6018,21755499642.28282
2022-07-08 00:00:00+00:00,21660.596837075183,414055638573.8548,21927087503.43376
2022-07-09 00:00:00+00:00,21858.818749217564,417690286504.50726,46645398900.96298
2022-07-10 00:00:00+00:00,21589.628101459668,412459838738.2113,26211587451.783283
2022-07-11 00:00:00+00:00,20859.81407965063,398249545888.6735,25037950754.00336
2022-07-12 00:00:00+00:00,19998.46783957584,382000290322.39886,21319467248.801025
2022-07-13 00:00:00+00:00,19350.73735007727,370191767290.5106,22074971578.2899
2022-07-14 00:00:00+00:00,20225.23866433186,385462566548.9708,28560004360.90292
2022-07-15 00:00:00+00:00,20574.84059150044,393104346702.71136,28732413536.669937
2022-07-16 00:00:00+00:00,20794.811981436706,397285233065.6553,46542248374.33238
2022-07-17 00:00:00+00:00,21193.08334336837,404705642580.8908,42051101694.797554
2022-07-18 00:00:00+00:00,20824.36275165164,397660610560.5498,29615794461.49923
2022-07-19 00:00:00+00:00,22395.365383103952,425756736660.6174,58636734705.48306
2022-07-20 00:00:00+00:00,23366.90769792785,445889013251.1064,57338223361.51413
2022-07-21 00:00:00+00:00,23313.296731959555,446130012149.9108,40775718993.79776
2022-07-22 00:00:00+00:00,23155.207555248304,442379611364.02734,63224249257.51128
2022-07-23 00:00:00+00:00,22696.90275429005,433485926857.3929,40304373301.41499
2022-07-24 00:00:00+00:00,22506.199573628983,429803379587.5513,42519262113.1533
2022-07-25 00:00:00+00:00,22613.71920824845,433819662321.5266,33108916659.05373
2022-07-26 00:00:00+00:00,21330.295450788173,407480099599.8142,42667548128.93224
2022-07-27 00:00:00+00:00,21235.61231608577,405692421501.5272,53995620035.18145
2022-07-28 00:00:00+00:00,22908.884260468687,437193517021.8447,54498281944.45157
2022-07-29 00:00:00+00:00,23822.06759782312,454806622614.75885,55609627980.6571
2022-07-30 00:00:00+00:00,23847.58331873861,459609388579.5554,41089335195.63975
2022-07-31 00:00:00+00:00,23653.4595494308,451726702392.36206,62102072346.807785
2022-08-01 00:00:00+00:00,23379.70052509082,447051019373.1847,31786729326.443203
2022-08-02 00:00:00+00:00,23333.749243312184,445958949620.3002,44489771146.510735
2022-08-03 00:00:00+00:00,23053.84684748268,440954684720.7478,35151096516.75639
2022-08-04 00:00:00+00:00,22860.42098438317,437035641450.2815,41334593234.075066
2022-08-05 00:00:00+00:00,22678.363633874185,432420621055.8012,23624874220.429745
2022-08-06 00:00:00+00:00,23225.036201942938,443821669890.4801,27040190909.828075
2022-08-07 00:00:00+00:00,22984.57953144855,439414782173.1877,14439694271.14074
2022-08-08 00:00:00+00:00,23197.603469525384,442979379284.1196,14324042469.270954
2022-08-09 00:00:00+00:00,23823.67944245361,455450642522.2554,27756736787.028625
2022-08-10 00:00:00+00:00,23203.680696781623,443382534834.6949,29738069337.77638
2022-08-11 00:00:00+00:00,23948.829553271637,457270455537.3291,32215976525.650154
2022-08-12 00:00:00+00:00,23948.75170368143,458070674127.7904,33892871243.716595
2022-08-13 00:00:00+00:00,24411.37987152261,466765701334.6809,25195193357.103275
2022-08-14 00:00:00+00:00,24433.653747243658,467078368768.6749,22240559959.52209
2022-08-15 00:00:00+00:00,24312.54142489156,464896345363.0234,21287616855.70449
2022-08-16 00:00:00+00:00,24179.0146523092,462437221425.1544,33404812507.80541
2022-08-17 00:00:00+00:00,23913.333725628458,456791042838.0383,24971300201.368164
2022-08-18 00:00:00+00:00,23359.418837070007,447015816173.3428,29567403252.00121
2022-08-19 00:00:00+00:00,23248.38422819264,444845955425.38696,20228208349.156567
2022-08-20 00:00:00+00:00,20945.8339660496,400810425580.64777,35142410593.122185
2022-08-21 00:00:00+00:00,21175.232732989512,404924875533.8922,23809679190.922188
2022-08-22 00:00:00+00:00,21615.761693416986,413578924865.8514,20476237108.35153
2022-08-23 00:00:00+00:00,21387.747114773963,408409110509.79584,28856912427.17573
2022-08-24 00:00:00+00:00,21562.45153991356,412338357271.396,29331102121.79332
2022-08-25 00:00:00+00:00,21395.45846975991,409503007623.0169,26855905243.36116
2022-08-26 00:00:00+00:00,21618.009019176647,413843488595.5175,26767966536.315014
2022-08-27 00:00:00+00:00,20271.322951706014,387215087166.7839,34910727805.04114
2022-08-28 00:00:00+00:00,20069.9533315962,383790676113.79205,24463219414.743477
2022-08-29 00:00:00+00:00,19659.24670619362,376180531070.6233,19781826309.451183
2022-08-30 00:00:00+00:00,20308.861447891457,389119405471.2333,28706315246.140064
2022-08-31 00:00:00+00:00,19805.35069885804,379555151404.602,30308993725.45616
2022-09-01 00:00:00+00:00,20023.55444491251,383348414528.7825,27825786159.8556
2022-09-02 00:00:00+00:00,20153.975977982507,385027707310.6654,25616737335.88055
2022-09-03 00:00:00+00:00,19941.45137004716,381788074511.76855,24078042298.340076
2022-09-04 00:00:00+00:00,19814.5642451146,379422449024.2574,20048153187.39969
2022-09-05 00:00:00+00:00,19980.01322224228,382421043401.0045,21537524477.36904
2022-09-06 00:00:00+00:00,19785.73350185514,378685143698.17633,23522961655.00036
2022-09-07 00:00:00+00:00,18859.50008768028,361210437263.86273,39940310406.47586
2022-09-08 00:00:00+00:00,19280.62547645678,369340091982.8708,30517907004.082462
2022-09-09 00:00:00+00:00,19322.77774937157,369723445425.44885,28936941008.35892
2022-09-10 00:00:00+00:00,21359.58252557909,408976281844.7646,42487059054.97593
2022-09-11 00:00:00+00:00,21707.38731931814,415974687298.0947,35941349745.24438
2022-09-12 00:00:00+00:00,21739.80437979554,416073628622.0949,31266252145.35619
2022-09-13 00:00:00+00:00,22339.67050262336,427473787888.3761,44006486689.44507
2022-09-14 00:00:00+00:00,20184.96749189655,386529657258.8565,46489890914.82466
2022-09-15 00:00:00+00:00,20255.922978327133,387486232249.8002,35789015870.392235
2022-09-16 00:00:00+00:00,19702.16988981172,377719382182.4472,33715957206.68328
2022-09-17 00:00:00+00:00,19764.411712043777,377988702161.6817,30187737709.58007
2022-09-18 00:00:00+00:00,20131.675305714027,385486747327.04944,23394494073.784782
2022-09-19 00:00:00+00:00,19437.157867982634,372598380208.2709,28689764413.699097
2022-09-20 00:00:00+00:00,19570.386709523507,374524246937.4287,39507938864.87854
2022-09-21 00:00:00+00:00,18869.92880939053,361980678159.1343,33890591849.676517
2022-09-22 00:00:00+00:00,18539.63523831258,355194467885.9514,41059997264.96848
2022-09-23 00:00:00+00:00,19464.322663348463,372075639498.16974,37660914389.8923
2022-09-24 00:00:00+00:00,19291.904802452067,370913140447.5164,35506139423.901344
2022-09-25 00:00:00+00:00,18939.97058049937,363168779956.3335,24644354421.61794
2022-09-26 00:00:00+00:00,18809.41143933244,360256894978.40894,21516374222.67532
2022-09-27 00:00:00+00:00,19219.727780656474,367613056759.2221,42560193944.41844
2022-09-28 00:00:00+00:00,19116.33116071044,366383164263.7157,52482615483.86207
2022-09-29 00:00:00+00:00,19444.78777136297,372892084645.0075,47494258189.70422
2022-09-30 00:00:00+00:00,19563.765161776904,374830625219.6003,37537716230.48356
2022-10-01 00:00:00+00:00,19476.92659600407,373222100680.7475,37848666330.67224
2022-10-02 00:00:00+00:00,19314.463835217448,370204708063.3375,15943514602.722157
2022-10-03 00:00:00+00:00,19065.153837148988,366195863790.6755,17859684587.64641
2022-10-04 00:00:00+00:00,19620.567543591394,375767908259.0832,26634227151.925247
2022-10-05 00:00:00+00:00,20345.398520106643,390177741507.47705,30974520027.94433
2022-10-06 00:00:00+00:00,20161.830614985047,386368899196.38165,29366342083.10176
2022-10-07 00:00:00+00:00,19949.051041418512,382505641462.1564,31354758329.142307
2022-10-08 00:00:00+00:00,19457.308951251147,373170861484.1397,25445042398.33797
2022-10-09 00:00:00+00:00,19418.037989243952,372391945609.07526,12996183216.30484
2022-10-10 00:00:00+00:00,19448.14900175761,372264710552.3351,14404623229.04686
2022-10-11 00:00:00+00:00,19142.69476739289,367207056773.2261,23743487600.53748
2022-10-12 00:00:00+00:00,19058.628039738272,365118514776.268,25102717820.99086
2022-10-13 00:00:00+00:00,19153.039779986982,367301644901.367,22339104401.38417
2022-10-14 00:00:00+00:00,19383.9432200889,371647189087.476,37194496437.924
2022-10-15 00:00:00+00:00,19198.107144951755,367584653730.7548,34806651159.13548
2022-10-16 00:00:00+00:00,19072.780513358884,365870425566.53,13103099352.405506
2022-10-17 00:00:00+00:00,19272.92184777201,369552982160.5376,15683330320.159586
2022-10-18 00:00:00+00:00,19557.895548868444,375052275829.7958,23713928577.519844
2022-10-19 00:00:00+00:00,19348.02936881037,371196833238.99286,25848175158.687187
2022-10-20 00:00:00+00:00,19134.242664465204,367085331987.69183,23047051893.294765
2022-10-21 00:00:00+00:00,19031.15987195947,365098952754.63934,25712511231.935688
2022-10-22 00:00:00+00:00,19173.28046885863,367999082249.1525,30297335038.197
2022-10-23 00:00:00+00:00,19203.86547117714,368484939423.5548,13362526957.65784
2022-10-24 00:00:00+00:00,19574.8242318408,375197423662.3941,19928822961.41621
2022-10-25 00:00:00+00:00,19316.94062294213,370622833880.7626,28657172008.9177
2022-10-26 00:00:00+00:00,20095.152230674925,385476931983.846,39846253138.59686
2022-10-27 00:00:00+00:00,20774.247496426036,398674628646.93066,50667020407.51415
2022-10-28 00:00:00+00:00,20278.36623205219,389238872375.6226,41829789298.17936
2022-10-29 00:00:00+00:00,20591.24120809861,395201306734.5831,36165609164.5681
2022-10-30 00:00:00+00:00,20800.70708772471,399135164712.3964,32806216910.570454
2022-10-31 00:00:00+00:00,20623.871497040946,395548335410.141,24707906148.749344
2022-11-01 00:00:00+00:00,20494.60120983709,393311097043.5727,37290619694.72375
2022-11-02 00:00:00+00:00,20489.646203160763,393218202887.5868,32262771910.727062
2022-11-03 00:00:00+00:00,20162.980904822525,387015867490.0914,44539856162.44828
2022-11-04 00:00:00+00:00,20210.91241711132,387756249891.6283,36562782563.97917
2022-11-05 00:00:00+00:00,21150.3155839124,405987599945.2726,33773463079.332672
2022-11-06 00:00:00+00:00,21282.98510942269,408892506459.0742,31061573100.60496
2022-11-07 00:00:00+00:00,20906.99792695512,401869336200.07385,50602704770.81252
2022-11-08 00:00:00+00:00,20597.755017060837,395168506455.3059,91750982446.38734
2022-11-09 00:00:00+00:00,18562.353215089643,356871594631.61395,92144963385.0274
2022-11-10 00:00:00+00:00,15742.444335961438,301963847693.5264,74978675390.59279
2022-11-11 00:00:00+00:00,17594.923500278233,336597208099.6668,65200666543.364624
2022-11-12 00:00:00+00:00,17080.215260565037,325921112619.09045,45030331310.74984
